antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.050724235529163664,0.06459847938287364,0.026805039125367667,0.5284463894967176,8.180477227097384,1.0,0.02352833064232496,1.9836589091509358,0.9246604367253045,0.30282131661442,0.4958810734109377,0.4716974215524825
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0505022476275043,0.10738664742771518,0.031633275986458737,0.6263736263736264,5.832881846835336,1.0,0.026210008926176767,2.389053384825821,0.8726278259211065,0.2505494505494506,0.5814241714515278,0.4604736348922396
frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG APPLES'}),0.03041234252733226,0.0491148232421333,0.020644874854320438,0.6788321167883211,13.821328714586167,1.0,0.0191511780267113,2.9607106639960845,0.9567449099983198,0.350612629594722,0.6622432539050285,0.5495855499195843
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0491148232421333,0.10738664742771518,0.028192463510738664,0.5740112994350283,5.345276281405568,1.0,0.022918187303761144,2.0953920876033743,0.8549075651028623,0.2197231833910035,0.5227623479557184,0.4182717995883152
frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.034241633830956214,0.10738664742771518,0.02053388090349076,0.59967585089141,5.584268298300938,1.0,0.01685678664393694,2.2297264718101197,0.8500319938373037,0.1695692025664528,0.5515144962206115,0.39544516058782386
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06432099450579944,0.10738664742771518,0.04356512570064931,0.6773080241587575,6.30719032936261,1.0,0.036657909741455025,2.766146726286839,0.8992943007608557,0.3399740147249891,0.6384862775004135,0.5414963893403606
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.04079027692990732,0.06432099450579944,0.022032299239691435,0.5401360544217687,8.397507821074935,1.0,0.01940862806139283,2.0346865947876847,0.918377941014447,0.2651970607882431,0.5085238175934668,0.4413363619822389
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04523003496309451,0.10738664742771518,0.027082524002441866,0.5987730061349693,5.575860877284761,1.0,0.022225422184716806,2.2247091203254192,0.8595321665567672,0.21573828470380196,0.5505030339185534,0.42548469428195496
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03524057938842333,0.10738664742771518,0.023752705477551473,0.6740157480314961,6.27653217766384,1.0,0.01996833780361845,2.7382100429149805,0.8713844452520525,0.19981325863678806,0.6347979211501821,0.4476021892612261
frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.034519118708030413,0.10738664742771518,0.021643820411787557,0.6270096463022508,5.838804556444577,1.0,0.01793692798157285,2.3931271780170738,0.85836196338007,0.17997231195200739,0.5821367083263029,0.414280016949575
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04378711360230867,0.10738664742771518,0.028636439314057384,0.6539923954372624,6.090071820870301,1.0,0.02393428798376895,2.579750678313307,0.8740713871154963,0.23369565217391303,0.6123656412200964,0.4603295310519645
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04079027692990732,0.10738664742771518,0.02630556634663411,0.6448979591836735,6.005383114486105,1.0,0.021925235259483287,2.513681280232297,0.8689264820907021,0.21584699453551914,0.6021770906820824,0.4449295997468755
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06287807314501359,0.10738664742771518,0.03646151284754981,0.5798764342453664,5.399893265461115,1.0,0.02970924737579215,2.124644807698317,0.8694825412638174,0.2725010369141435,0.5293330930531744,0.4597056589831483
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03795993118375048,0.10738664742771518,0.022476275043010155,0.5921052631578948,5.513769889840882,1.0,0.01839988529660041,2.18834241275786,0.8509374098644361,0.1829268292682927,0.5430331221612849,0.4007037943696451
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06271158221876907,0.10738664742771518,0.038736888839558246,0.6176991150442479,5.752103542109718,1.0,0.03200250227019712,2.334845112052505,0.8814261872692777,0.2948880439374737,0.5717060652811679,0.4892113146280671
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03940285254453632,0.10738664742771518,0.022309784116765638,0.5661971830985916,5.272510099355825,1.0,0.018078443882919265,2.0576476633971503,0.8435763294567661,0.17922425323227825,0.5140081473671675,0.3869745605415439
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04079027692990732,0.06287807314501359,0.02075586880515012,0.508843537414966,8.092543425137046,1.0,0.018191054788746046,1.9079906266992106,0.9136995112787072,0.25033467202141907,0.47588841055787473,0.41947031239680344
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.04079027692990732,0.06271158221876907,0.023586214551306953,0.5782312925170068,9.22048642465836,1.0,0.021028191745890712,2.2222806034490477,0.9294587309582477,0.2951388888888889,0.5500118218878528,0.47716874360363615
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.03795993118375048,0.06271158221876907,0.02025639602641656,0.5336257309941521,8.509205351135954,1.0,0.017875868680967976,2.009734413048157,0.9173008917741051,0.25189786059351277,0.502421815784453,0.4283172902758371
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05582995726732893,0.06748432210444531,0.028969421166546425,0.5188866799204772,7.688995958459768,1.0,0.025201774347240583,1.93824539661762,0.9213848864278456,0.3070588235294118,0.4840694569712003,0.47408149785497544
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05582995726732893,0.07725178977745713,0.0307453243798213,0.5506958250497018,7.128583384748978,1.0,0.02643236025772119,2.053727211247518,0.9105559753520402,0.3004338394793926,0.5130804156835616,0.4743421653984141
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05666241189855153,0.07725178977745713,0.028636439314057384,0.505386875612145,6.542073356074168,1.0,0.024259166581786798,1.8655958864103295,0.8980276749385017,0.272008434370058,0.46397823489837264,0.4380382653922794
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0482823686109107,0.07725178977745713,0.02530662078916699,0.5241379310344828,6.7847998414585815,1.0,0.02157672139927922,1.9391085577140394,0.8958662619578861,0.2524916943521594,0.48429911465149134,0.42586206896551726
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.04439758033187191,0.062434097341694875,0.02985737277318386,0.6725,10.771357777777778,1.0,0.027085449921008052,2.862796649338336,0.949308179712434,0.38788752703677,0.6506912217355274,0.5753611111111111
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.053055108496586935,0.038958876741217605,0.03024585160108774,0.5700836820083682,14.63295992323189,1.0,0.028178884168677282,2.2354143888939078,0.983859921166406,0.4896675651392632,0.5526556485597267,0.6732184791808222
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.038958876741217605,0.053055108496586935,0.03024585160108774,0.7763532763532763,14.63295992323189,1.0,0.028178884168677282,4.234110279206344,0.969428990868071,0.4896675651392632,0.7638228732702155,0.6732184791808222
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03906987069204728,0.11998446084688384,0.02597258449414507,0.6647727272727273,5.540490181649988,1.0,0.021284807123802308,2.625131099846584,0.8528305332810098,0.19516263552960803,0.6190666439255391,0.4406194811201749
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.050113768799600424,0.03734946445418725,0.02541761473999667,0.5071982281284606,13.579799216414163,1.0,0.023545892313550636,1.9534234462873454,0.9752338525407418,0.4096601073345259,0.48807822395057837,0.5938665732024175
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03734946445418725,0.050113768799600424,0.02541761473999667,0.6805349182763744,13.579799216414163,1.0,0.023545892313550636,2.9733648074319476,0.9623026991864024,0.4096601073345259,0.6636806901391674,0.5938665732024175
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.037793440257505966,0.050113768799600424,0.023863699428381152,0.631424375917768,12.599818194531851,1.0,0.021969727701174988,2.577181368316622,0.956794324604914,0.3726169844020797,0.6119791907958788,0.5538074260541221
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03734946445418725,0.037793440257505966,0.02075586880515012,0.5557206537890045,14.704156329844452,1.0,0.01934430405165095,2.1657692799555135,0.9681519757363654,0.3816326530612245,0.538270299955247,0.5524565089796711
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.037793440257505966,0.03734946445418725,0.02075586880515012,0.5491923641703378,14.704156329844452,1.0,0.01934430405165095,2.1353909273833827,0.9685986948392544,0.3816326530612245,0.531701672430838,0.5524565089796711
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.05227815084077918,0.05971474554636772,0.029302403019035462,0.5605095541401274,9.386451353207208,1.0,0.026180626543943705,2.139489636945221,0.9427486198874616,0.3543624161073825,0.5325988110754267,0.5256079369213649
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.028247960486153505,0.02658305122370831,0.02042288695266108,0.7229862475442043,27.197263454068928,1.0,0.019671969972092373,3.5139661484193785,0.9912318737119162,0.5935483870967743,0.7154212767673328,0.7456267354631251
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.02658305122370831,0.028247960486153505,0.02042288695266108,0.7682672233820459,27.197263454068928,1.0,0.019671969972092373,4.193416458802995,0.9895364942243816,0.5935483870967743,0.7615309593444366,0.7456267354631251
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03884788279038792,0.038958876741217605,0.027304511904101228,0.702857142857143,18.041001221001224,1.0,0.025791042026813236,3.2342730109670574,0.982748398417641,0.5406593406593407,0.6908115064470093,0.7018559218559219
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03196625783894778,0.053055108496586935,0.027304511904101228,0.8541666666666667,16.099612099023712,1.0,0.02560853862622598,6.49333639888055,0.9688574492807934,0.4730769230769231,0.8459959659301804,0.684405509065551
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03024585160108774,0.05172318108663078,0.027304511904101228,0.9027522935779817,17.453533881954563,1.0,0.025740100244618806,9.751148420901632,0.9721072236474912,0.4994923857868021,0.8974479767063647,0.7153246446430681
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.05172318108663078,0.03024585160108774,0.027304511904101228,0.5278969957081545,17.453533881954563,1.0,0.025740100244618806,2.0541156052449687,0.9941242831401803,0.4994923857868021,0.5131724828697056,0.7153246446430681
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.053055108496586935,0.03196625783894778,0.027304511904101228,0.5146443514644352,16.099612099023712,1.0,0.02560853862622598,1.994483313590444,0.9904343015767963,0.4730769230769231,0.4986170136466008,0.684405509065551
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.038958876741217605,0.03884788279038792,0.027304511904101228,0.7008547008547009,18.041001221001224,1.0,0.025791042026813236,3.212994220386418,0.9828618994164764,0.5406593406593407,0.6887638347884322,0.7018559218559219
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03646151284754981,0.06432099450579944,0.0203118930018314,0.5570776255707762,8.660898822398462,1.0,0.017966652234291013,2.112512393847731,0.9180105978573897,0.2524137931034483,0.5266299961542003,0.43643354962749337
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02519562683833731,0.10738664742771518,0.0203118930018314,0.8061674008810572,7.507147491718745,1.0,0.017606219105822593,4.605073432588831,0.8891975006183123,0.1809194265941671,0.7828481967468148,0.49765734385138133
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.04356512570064931,0.06271158221876907,0.022476275043010155,0.5159235668789809,8.226926328842794,1.0,0.019744237080762877,1.9362405472585955,0.9184607802262826,0.2682119205298013,0.4835352449281992,0.4371653232624993
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.038736888839558246,0.06432099450579944,0.022476275043010155,0.5802292263610315,9.020837299222974,1.0,0.019984679828789164,2.2290237059213376,0.924976247344086,0.27892561983471076,0.5513730978528723,0.4648341990303863
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.028025972584494144,0.10738664742771518,0.022476275043010155,0.801980198019802,7.4681556527745805,1.0,0.01946665980626027,4.5076974304900395,0.8910712699681526,0.19901719901719903,0.7781572487017416,0.5056412618005987
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.03646151284754981,0.06271158221876907,0.02131083855929852,0.5844748858447488,9.320046874368611,1.0,0.019024279398538693,2.2556721263086765,0.9264854639442461,0.2736992159657876,0.5566731581524382,0.46214894734715317
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.028469948387812864,0.10738664742771518,0.02131083855929852,0.7485380116959065,6.970494280490201,1.0,0.01825354624949121,3.5496949602293197,0.8816383489946306,0.18604651162790697,0.7182856523718316,0.47349381204950364
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.038736888839558246,0.06287807314501359,0.02131083855929852,0.5501432664756447,8.749365859333313,1.0,0.018875137629434515,2.08315638517446,0.9213980981660027,0.2653766413268832,0.519959227681194,0.4445332395926326
